,index,Tweet,HS
820,321,heboh anak kecil hingga guru sekolah dasar rekam ikut deklarasi ganjar badan awas pilih umum lampung bakal investigasi,NON_HATE
821,322,ricuh bagi sembako rawan ganjar,NON_HATE
822,323,jokowi di hati ganjar di nanti,HATE
823,324,ganjar sowan ke ulama di cirebon jejak sigundul jungkook dewa 19 ukraina aku milik besok senin alan walker jihyo yoyakarta nasi goreng siwon madrid tulus bakri nct dream is coming,HATE
824,325,kalau cuma buat visi misi suruh chat gpt saja selesai 1 menit haha coba lihat track record ganjar laut habis dia cuekin bukti banjir air pasang pantai utara jawa,NON_HATE
825,326,ganjar amp rawan memang tidak punya adab,HATE
826,327,padahal ada lanjut bahwa megawati kata diri juga tugas pak ai sepe i ganjar dasar setan kadrun tukang fitnah,HATE
827,328,bukti ganjar pranowo cinta toleransi,HATE
828,329,karena cawe2 swing voter langsung pasti pilih ke anies ranting kering jadi pegang ranting patah yang pegang jatuh teng banteng partai demokrasi indonesia juang jokowi akan cawe cawe sama ganjar,HATE
829,330,karena cawe2 swing voter langsung pasti pilih ke anies ranting kering jadi pegang ranting patah yang pegang iya jatuh teng banteng partai demokrasi indonesia juang jokowi akan cawe cawe sama ganjar,HATE
830,331,biar kalau tidak punya malu sekali sanding dengan ganjar,NON_HATE
831,332,para melinial pun dukung ganjar pranowo calon presiden baik indonesia,HATE
832,333,pidato bupati biak numfor pada hari lahir pancasila oleh sebab itu ganjar pranowo yang paham dan mampu aplikasi pancasila di indonesia,NON_HATE
833,334,mantap pak ganjar pranowo layan rakyat dengan hati,HATE
834,335,o sutradara survei video klip pak ganjar sudah siap itu,NON_HATE
835,336,2024 p ganjar,HATE
836,337,mau siluman juga sila sanding dengan ganjar biar seru tonton film nya,HATE
837,338,cawe cawe sama ganjar dukung prabowo jadi republik indonesia 1 wkwk,NON_HATE
838,339,ini sudah dari pilih gubernur juga dukung anis kan ketua tuty alawiyah menteri era orde baru tidak mungkin dukung ganjar,HATE
839,340,simple happiness,NON_HATE
840,341,lihat biasa pak ganjar,NON_HATE
841,342,110 triliun ngeri naik empat kali ya dari 2019 tidak masuk akal pantas bawasnies dan ganjar erik yang bakal tang komisi pemelihan umum wanita emas pilih umum di malaysia 3 enam triliun saja sudah mahal dalam sejarah malaysia,NON_HATE
842,343,selalu elegan pak ganjar,NON_HATE
843,344,mohon maaf kami tidak percaya mulai dari rekam jejak di militer sampai pilih presiden 2019 tidak mungkin karakter manusia ubah dalam waktu satu malam tetap ganjar pranowo,HATE
844,345,maju maju pak ganjar,HATE
845,346,pak ganjar pranowo dan pak koster adalah pahlawan bola israel karena hasil usir mereka dari indonesia sehingga leluasa main bola di argentina sampai semi final,NON_HATE
846,347,ini tanda ganjar tak yakin dengan ganjar surve atas tetapi masih takut sama yang rendah jadi tanda besar ada apa dengan calon presiden ganjar apa yang mau di pamerkn dari ganjar,NON_HATE
847,348,jangan kaesang andai ganjar yang pasang jadi cawali depok tidak bakal menang apalagi giring kambing,HATE
848,349,sowan ke laskar agung macan ali ganjar beri gelar anggota hormat luar biasa,HATE
849,350,ganjar selalu depan,NON_HATE
850,351,tuhhhh sifat asli den ganjar,NON_HATE
851,352,dari siluet nya saja ia tampak cantik siapa yang tidak kenal dengan sosok pak ganjar ya mungkin,NON_HATE
852,353,padahal jangan kaesang ganjar saja pasang jadi cawali depok tidak bakal menang,NON_HATE
853,354,kadrun yahudi tolol baru kemarin sih ganjar bokep koar koar memang prestasi sih ganjar bokeb apa,HATE
854,355,rawan jokowi deklarasi dukung untuk ganjar pada pilih presiden 2024,NON_HATE
855,356,pak ganjar itu orang nya sangan rakyat ya,HATE
856,357,pak ganjar orang nya rendah hati ya,NON_HATE
857,358,kerja untuk rakyat itu pak ganjar,HATE
858,359,sila sanding dengan ganjar jika kuat memang mau main strategi apa sih,NON_HATE
859,360,maju terus pak ganjar jiwa negara satu republik indonesia panggil mu untuk pimpin bangsa indonesia,HATE
860,361,betul jangan buru buru takut nanti umumim calon wakil presiden koalisi malah bubar jadi nanti kalau tidak laku ya mungkin bisa jadi calon wakil presiden prabowo atau ganjar itu kalau prabowo tak jadi calon wakil presiden ganjar kalau jadi ya wassalam,HATE
861,362,pak ganjar jangan terlalu sering show pasu rawan mereka sedikit pak blusuk ke daerah lah banyak yang belum di sentuh utama luar pulau jawa jangan lupa jawa barat juga masih tipis 38 provinsi pak yang bikin menang tidak hanya 5 provinsi pak ayo semangat,NON_HATE
862,363,ganjar masuk masjid jumpa rawan tidak pernah kejar badan awas pilih umum jika anies panitia laksana nya malah takut takut bubar badan awas pilih umum,HATE
863,364,ganjar pranowo sambut riah di acara konsolidasi partai demokrasi indonesia juang daerah khusus ibukota di gelora bung karno senayan,HATE
864,365,saya dan warga di lurah sangat percaya survei ini ganjar adalah terus jokowi ganjar akan terus cara hutang yang banyak ala jokowi mobil esemka begitu istimewa,HATE
865,366,gue di pihak pak ganjar,NON_HATE
866,367,periksa kembali data ya bu miskin di jawa tengah turun lama pak ganjar jadi gubernur sampai 1 juta jiwa,NON_HATE
867,368,berapa tahun jaka a dari daerah miskin jaman jajah sampai makmur sepe i sekarang ini walaupun ada juga yang kurang mampu jadi pak ganjar baru 10 tahun bangun jawa tengah ya be ahap lanjut jadi presiden 10thn lagi,NON_HATE
868,369,ayo kita satu baris dukung ganjar pranowo for presiden 2024,NON_HATE
869,370,dkungan ganjar bagai calon presiden 2024 makin kuat,NON_HATE
870,371,rawan jokowi kumpul di senayan deklarasi dukung untuk ganjar pranowo di pilih presiden 2024,HATE
871,372,berapa tahun amerika jadi negara besar berapa tahun jepang makmur berapa tahun cina kayak pak ganjar 10 tahun bangun jawa tengah bila belum makmur ya wajar yang penting bangun dijateng jadi dan makin baik ekonomi,NON_HATE
872,373,rawan jokowi deklarasi dukung ayah ganjar pranowo pada pilih presiden 2024,HATE
873,374,ganjar menang total merdeka moga juang ini di berkah dan di rida oleh allah subhanahu wa taala amin,HATE
874,375,momen ganjar dan erick thohir kompak terbang lampion waisak di borobudur,HATE
875,376,soal pilih pimpin gue rasional dan realistis saja jelas kelas anis jauh di atas ganjar no debat,NON_HATE
876,377,indonesia negara pak ganjar presiden ku mari sukses pilih umum demi indonesia yang lebih maju,HATE
877,378,lebih baik pak miduk usul prestasi pak ganjar ini pakai buat ajang internasional misal lomba renang begitu masa mau promosi karya pak,NON_HATE
878,379,den ganjar bagaimana toh,NON_HATE
879,380,ganjar pranowo,HATE
880,381,pak ganjar memang kader partai demokrasi indonesia juang sejak muda jadi cocok kader pak ai tugas pak ai,NON_HATE
881,382,tetap semangat pak ganjar jejak sih gundul dewa 19 ukraina aku milik alan walker siwon besok senin pendekar yoyakarta nasi goreng tamsis jungkook bakri sment stop mediaplay jihyo tulus,HATE
882,383,erickthohirnews kapan sanding dengan ganjar ini komentar erick thohir republika online mobile bangkitbersamaet,HATE
883,384,ganjar pranowo kembali sowan ke jumlah ulama kali ini dalam kunjung ke cirebon jejak sih gundul dewa 19 ukraina aku milik alan walker siwon besok senin pendekar yoyakarta nasi goreng tamsis jungkook bakri sment stop mediaplay jihyo tulus,HATE
884,385,pak ganjar mudah banget dekat sama masyar akat dari yang tua sampai anak muda,NON_HATE
885,386,baik pak ganjar,HATE
886,387,prestasi ganjar photo2 doang,HATE
887,388,ganjar aku pada,NON_HATE
888,389,ganjar dapat wejang soal bangsa siwon our eternal star jungkook aku milik andara jejak sih gundul yoyakarta alan walker benzema pledis tamsis besok senin forever dengan namjoon jihyo kim mingyu jiminie taeyeon nayeon 10 years dengan suga dewa 19 nct dream is coming jeon wonwoo,NON_HATE
889,390,rawan jokowi deklarasi dukung kepada ganjar siwon our eternal star jungkook aku milik andara jejak sih gundul yoyakarta alan walker benzema pledis tamsis besok senin forever dengan namjoon jihyo kim mingyu jiminie taeyeon nayeon 10 years dengan suga dewa 19 nct dream is coming,NON_HATE
890,391,hidup pak ganjar,HATE
891,392,yang tolol memang buzzer hidup ganjar okep,HATE
892,393,di provinsi jawa timur elektabilitas prabowo tinggal ganjar,NON_HATE
893,394,menang ganjar body mass index jaka a siap rebut hati anak muda ibu kota,NON_HATE
894,395,coba cek ini di tokopedia deh harga rp25 000,NON_HATE
895,396,viral deklarasi ganjar libat ajar sekolah dasar lampung selatan,NON_HATE
896,397,tiap ada acara pak ganjar pasti tinggal moga makin banyak acara kayak begini pak dan saya bisa ikut dan sehat selalu keluarga,NON_HATE
897,398,ganjar ajak kades gali sejarah desa bagai pintu masuk tuju makmur jejak sih gundul jungkook aku milik ukraina dewa 19 alan walker jjk1 is coming besok senin siwon nasi goreng malam minggu bakri pendekar sment stop mediaplay yoyakarta mark lee,NON_HATE
898,399,aku pilih ganjar sih kalau anies aku tidak suka dia bukan orang indonesia asli aku tidak mau,NON_HATE
899,400,pesan ganjar kepada seluruh rawan dan partai politik tanpa ada hoaks sara dan tanpa pecah belah,NON_HATE
900,401,banyak duit bro ganjar bisa bagi bagi sembako lumayan untuk masyarakat kecil harga harga sekarang kan pada naik by the way badan awas pilih umum boleh cara begini,NON_HATE
901,402,makin yakin siapa calon presiden baik tidak usah tanya pasti pak ganjar dong,NON_HATE
902,403,sepe inya pak ganjar biasa saja itu konten atau jenis ketimbang yang satu naik jet kawal layak pasu aman presiden jalan keluar masuk kampung ramai orang sampai keprosok selokan dan bagai sepe inya sepe i kebelet pipis yang tahan sampai basah si knya,NON_HATE
903,404,suka banyak kalang itu ganjar pranowo,HATE
904,405,lagi motor terus kejegat lampu merah tidak sengaja lihat baliho gede plus ada foto orang kira teh jose mourinho eh malah ganjar pranowo,HATE
905,406,deklarasi yang laksana oleh anak muda untuk dukung ganjar,NON_HATE
906,407,turut jokowi akan lebih dukung prabowo bagai terus karena sudah 5 tahun kerja bareng jokowi juga kecewa sama ganjar gara gara piala dunia u20 tidak jadi tapi jokowi tidak bisa apa apa harus ikut sama megawati,HATE
907,408,ganjar apa prabowo sama,HATE
908,409,terbang lampion waisak di borobudur ini doa ganjar erick thohir,HATE
909,410,ai lop yu pak ganjar only,NON_HATE
910,411,tanpa jual nama besar dan rawan pak ganjar bisa apa cari lah pimpin yang bisa bawa negeri ini maju dengan kualitas kerja nya kalau tidak punya mampu tidak usah paksa jadi bacapres apa tanpa embel embel nama besar jokowi tidak bisa apa ya maju sendiri,NON_HATE
911,412,aku juga ingin tahu rekam jejak yang baik untuk bangsa dari partai demokrasi indonesia p mega jokowi dan ganjar coba urai,HATE
912,413,tidak bisa tidor abg jadi sudah mau tepejam tadi lintas pula wak ganjar,HATE
913,414,tokoh politik yang bisa dekat dengan anak muda pak ganjar salah satu dengan dekat ini moga anak muda lebih peran dalam maju bangsa sukses selalu pak ganjar,NON_HATE
914,415,rupa kamu memang bego harus kamu sudah paham oke gue jelas dasar 1 etika ganjar itu laku knjungan2 saat dia masih jabat gubernur lepas hari lbr orang tidak kamu yang bicara badan awas pilih umum tidak negor karena tidak ada dasar dasar ke 2 adil satu tegur yang lqin harus juga tegur nge i kamu,HATE
915,416,survei indikator prabowo menang lawan ganjar dan anies di kalang milenial,HATE
916,417,tambang pasir rapi mungkin program pak ganjar untuk dukung program bangun infrastruktur ala pak jokowi fakta tambang pasir bukan manual mulai masif sejak naik pak jokowi jadi presiden periode 1 dan pak ganjar bagai gubernur jawa tengah,NON_HATE
917,418,elite kapan harus tegas jika tidak mau hilang suara kader dan akar rumput yang jelas suara buat ganjar jangan di harepin deh,HATE
918,419,rambut boleh putih tapi suara mantap betul silaturahmi pak ganjar dengan gen z amp millennial influencers selebriti instagram tiktokers di jaka a,NON_HATE
919,420,agus harimurti yudhoyono mantap anis pintar prabowo tegas ganjar presiden semua aset bangsa,HATE
920,421,ganjar pranowo hadir festival lepas lampion ingat hari suci waisak 2023 di candi borobudur ganjar pranowo gubernur jawa tengah hadir dengan penuh gembira festival lepas lampion ingat hari suci waisak 2023 yang ada di candi borobudur dalam momen yang sarat makna ini ganjar pranowo turut sambut hari suci waisak dengan penuh bangga dan rasa hormat,NON_HATE
921,422,bukan garis itu nama salah satu rawan ganjar,NON_HATE
922,423,kayak mana mau tidor den ganjar asyik bahas radikal radikul saja,HATE
923,424,menang total,NON_HATE
924,425,makanya usut kalau jadi napi kan ganjar tak ada saing lagi biar rakyat paham,HATE
925,426,percaya ibu mega hadap ganjar jejak sigundul aku milik andara alan walker besok senin dewa 19 ukraina madrid tamsis nasi goreng siwon jungkook yoyakarta pendekar hapsun bakri,HATE
926,427,gelegar gembira lang menang ganjar thema hari jadi ke 2 ganjarist dan makin gayeng dengan hadir jawara calon presiden partai demokrasi indonesia juang sebut pendekar yoyakarta jejak sih gundul,HATE
927,428,sowan pondok pesantren buntet cirebon ganjar dapat banyak wejang soal bangsa madrid dewa 19 ukraina aku milik jejak sih gundul alan walker besok senin pendekar tamsis bakri yoyakarta andara ios 17 nasi goreng siwon polish chiesa kroos and modric tulus,NON_HATE
928,429,luar biasa ribu rawan jokowi deklarasi dukung kepada ganjar pranowo madrid dewa 19 ukraina aku milik jejak sih gundul alan walker besok senin pendekar tamsis bakri yoyakarta andara ios 17 nasi goreng siwon polish chiesa kroos and modric tulus,NON_HATE
929,430,momen ganjar riak presiden saat lari pagi di cirebon madrid dewa 19 ukraina aku milik jejak sih gundul alan walker besok senin pendekar tamsis bakri yoyakarta andara ios 17 nasi goreng siwon polish chiesa kroos and modric tulus,NON_HATE
930,431,ganjar ajak kades gali sejarah desa bagai pintu masuk tuju makmur madrid dewa 19 ukraina aku milik jejak sih gundul alan walker besok senin pendekar tamsis bakri yoyakarta andara ios 17 nasi goreng siwon polish chiesa kroos and modric tulus,NON_HATE
931,432,ganjar kader partai demokrasi indonesia juang ya tolol saja kalau sama kader tidak saling dukung,HATE
932,433,operasi ubah persepsi sedang laku olah pak jokowi pindah haluan dukung prabowo utama di media mainstream dan mulai gerak di darat juga yoyakarta besok senin andara aku milik bakri besok senin ukraina madrid,NON_HATE
933,434,saya terus terang ragu sama ganjar semenjak isu israel dan nyata ini,NON_HATE
934,435,bodoh amat mau anis ganjar prabowo bodoh amat lah kalian para pengikut2x calon presiden sontoloyo,HATE
935,436,menang ganjar bera i memenangkn indonesia dari golongan2 munafik,HATE
936,437,terima kasih lah kepada anies baswedan yang sudah susah payah hasil bawa ajang formula e ke indonesia lihat kan calon presiden mana yang prestasi anies hasil bawa formula e ke aindonesia dan ganjar hasil batal piala dunia u20 di indonesia,NON_HATE
937,438,ganjar pranowo yees,HATE
938,439,pernah saya dengar di acara televisi ganjar bialng jawa tengah sudah tidak ada jalan lubang lah nyata begini ganjar bohong atau bagaimana,NON_HATE
939,440,sabbe satta bhavantu sukhitatta,NON_HATE
940,441,moga semangat saling bagi bahagia terus bara di hati kita mari sama sama doa agar semua makhluk hidup rasa damai dan bahagia yang abadi,NON_HATE
941,442,selamat hari raya waisak 2567 be satu lilin dapat rang yang lain tanpa hilang sinar sepe i hal bahagia makin banyak kita bagi makin be ambah tanpa henti,NON_HATE
942,443,ucup dungdung pret anu mas anu kalau garuda yang di post yang mulia romo ganjar beda tidak hina itu walaupun dalam ada kolor yang bersliweran,HATE
943,444,ganjar akan ada lagi partai politik komunikasi dengan partai demokrasi indonesia juang,HATE
944,445,dapat lihat bahwa buah lapor kait jalan provinsi yang rusak langsung di respon dengan baik oleh bapak ganjar pranowo hal sebut dapat lihat bahwa aktivisme digital punya peran yang sangat baik bagi aktivitas di media sosial,NON_HATE
945,446,selamat nikmat gila ya bong karena harus pikir keras arah kakak bina buat jatuh anies haha gue tidak suka sih ganjar enjoy saja haha,HATE
946,447,jangan bahas anies lagi dong anies sudah tidak naik2 elektabilitasnya coba sekarang banding dengan istri ganjar dengan istri prabowo heeheehe,HATE
947,448,pak perintah kabupaten brebes itu kerja lamban dari dulu,NON_HATE
948,449,ulama dan santri dukung ganjar calon presiden 2024,NON_HATE
